predicted,actual,model_name
"fråga
<execute> SELECT Id, OwnerId, StageName, Name FROM Opportunity WHERE Id IN (SELECT OpportunityId FROM Lead WHERE LeadId = '00QWt00000895n9MAA/n') AND StageName IN(['Qualification', 'Discovery']) </execute>
     (If the observation from the Salesforce instance is [{}, {}, {}, {}], your next step can be)
<respond> 00QWt00000895n9MAA/n/n Budget, Need, Timeline </respond> OR <respond> Budget, Need, Timeline </respond>

# The observation from the Salesforce instance is [{}, {}, {}, {}]
<respond> ","<execute> SELECT Id, Body__c, LeadId__c, CreatedDate FROM VoiceCallTranscript__c WHERE LeadId__c = '00QWt00000895n9MAA' ORDER BY CreatedDate DESC </execute>",gemma_2b
"# END OF Salesforce Instance DESCRIPTION

# YOUR OUTPUT
<execute> </execute>
     (If the observation from the Salesforce instance 100, your next step can be)
<respond> 100 </respond> OR <respond> The total number of opportunities is 100 </respond>

# Examples 1
<execute> SELECT COUNT() FROM Opportunity WHERE Probability > 0.2 AND StageName = 'Qualification' </execute>
    (If the observation from the Salesforce instance is [{Joe Smith, 1234567890}], your next step can be)
<respond> Joe Smith, 1234567890 </respond",<execute> SELECT Id FROM Task WHERE WhatId = '006Wt000007BAXtIAO' AND Status = 'Not Started' </execute>,gemma_2b
"# END OF Salesforce Instance DESCRIPTION

# YOUR OUTPUT
<execute> </execute>
     (If the observation from the Salesforce instance 100, your next step can be)
<respond> 100 </respond> OR <respond> The total number of opportunities is 100 </respond>

# Examples 1
<execute> SELECT COUNT() FROM Opportunity WHERE Probability > 0.5 AND StageName = 'Qualification' </execute>
    (If the observation from the Salesforce instance is [{Joe Smith, 1234567890}], your next step can be)
<respond> Joe Smith, 1234567890 </respond",<execute> SELECT StageName FROM Opportunity WHERE Id = '006Wt000007B5S4IAK' </execute>,gemma_2b
"# END OF Salesforce Instance DESCRIPTION
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    ",<execute> SELECT Id FROM Task WHERE WhatId = '006Wt000007BGTeIAO' AND Status = 'Not Started' </execute>,gemma_2b
" distinctions between this opportunity and its previous opportunities that may be relevant to this new opportunity. If no relevant distinction is found, return null. If only one relevant distinction is found, return that. If multiple relevant distinctions are found, return a list of them in order of priority.

Respond with an <execute> action if applicable, else return null. If returning an <execute> action, be sure to use the proper Salesforce Object Query Language (SOQL) or Salesforce Object Search Language (SOSL).
<execute> SELECT Id FROM Opportunity WHERE Id = '006Wt000007B41HIAS' </execute>
     (If the observation from the Salesforce instance 006Wt000",<execute> SELECT Id FROM Task WHERE WhatId = '006Wt000007B41HIAS' AND Status = 'Not Started' </execute>,gemma_2b
"# User input
<execute> SELECT Id FROM Opportunity WHERE Name = '<execute> SELECT Name FROM Opportunity WHERE Name = '<execute> 'Joe Smith' </execute> FROM Opportunity WHERE Name = '<execute> SELECT Name FROM Opportunity WHERE Name = '<execute> 'Joe Smith' </execute> WHERE Name = '<execute> SELECT Name FROM Opportunity WHERE Name = '<execute> 'Joe Smith' </execute> 'Joe Smith' </execute> </execute> </execute> </execute> </execute> </execute> </execute> </execute> </execute> </execute> </execute> </execute> </execute> </execute> </execute> </execute> </execute> </execute> </execute> </execute> </execute> </",<execute> SELECT Id FROM Task WHERE WhatId = '006Wt000007B6iuIAC' AND Status = 'Not Started' </execute>,gemma_2b
" distinctions between this opportunity and similar opportunities that have been lost in the past? From the list of tasks, choose only the tasks that are prioritized for this opportunity and return only the Id of the tasks. If no record is found matching the requirements mentioned, just return None.
<execute> SELECT Id FROM Task WHERE WhatId = '006Wt000007BBNVIA4/n/n' RETURN Id END</execute>
     (If the observation from the Salesforce instance is [{}, {}, {}, {}, {}], your next step can be)
<respond> 006Wt000007BBNVIA489B2B28B, 006Wt0",<execute> SELECT StageName FROM Opportunity WHERE Id = '006Wt000007BBNVIA4' </execute>,gemma_2b
"# END OF Salesforce Instance DESCRIPTION

# YOUR OUTPUT
<execute> </execute>
     (If the observation from the Salesforce instance 100, your next step can be)
<respond> 100 </respond> OR <respond> The total number of opportunities is 100 </respond>

# Examples 1
<execute> SELECT COUNT() FROM Opportunity WHERE Probability > 0.5 AND StageName = 'Qualification' </execute>
    (If the observation from the Salesforce instance is [{Joe Smith, 1234567890}], your next step can be)
<respond> Joe Smith, 1234567890 </respond","<execute> SELECT Id, Subject, Status, WhatId FROM Task WHERE WhatId = '006Wt000007BAEXIA4' AND Status = 'Not Started' </execute>",gemma_2b
"# END OF Salesforce Instance DESCRIPTION

# YOUR OUTPUT
<execute> SELECT Id FROM Opportunity WHERE Name = '<' AND Name = '<' AND Probability < 0.8 FROM Opportunity WHERE Name = '<' AND Name = '<' AND Probability < 0.8 WHERE StageName = ['Qualification', 'Discovery'] </execute>
     (If the observation from the Salesforce instance 100, your next step can be)
<respond> 100 </respond> OR <respond> The total number of opportunities is 100 </respond>

# NOTES
- If no record is found matching the requirements mentioned, just return 'None'.
- If the user's request is unclear or under-specified",<execute> SELECT StageName FROM Opportunity WHERE Id = '006Wt000007BEy5IAG' </execute>,gemma_2b
"# END OF Salesforce Instance DESCRIPTION
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    ","<execute> SELECT Id, Subject, Status, WhatId FROM Task WHERE WhatId = '006Wt000007BAuVIAW' AND Status = 'Not Started' </execute>",gemma_2b
"# END OF Salesforce Instance DESCRIPTION

# YOUR OUTPUT
<execute> </execute>
     (If the observation from the Salesforce instance 100, your next step can be)
<respond> 100 </respond> OR <respond> The total number of opportunities is 100 </respond>

# Examples 1
<execute> SELECT COUNT() FROM Opportunity WHERE Probability > 0.5 AND StageName = 'Qualification' </execute>
    (If the observation from the Salesforce instance is [{Joe Smith, 1234567890}], your next step can be)
<respond> Joe Smith, 1234567890 </respond","<execute> SELECT Id, Subject, Status, WhatId FROM Task WHERE WhatId = '006Wt000007BCMrIAO' AND Status = 'Not Started' </execute>",gemma_2b
"# END OF Salesforce Instance DESCRIPTION
# przestrzeń na odpowiedzi
<execute> SELECT Id FROM Opportunity WHERE Name = '<execute> SELECT Id FROM Opportunity WHERE Name = '<execute> SELECT Id FROM Opportunity WHERE Name = '<execute> SELECT Id FROM Opportunity WHERE Name = '<execute> SELECT Id FROM Opportunity WHERE Name = '<execute> SELECT Id FROM Opportunity WHERE Name = '<execute> SELECT Id FROM Opportunity WHERE Name = '<execute> SELECT Id FROM Opportunity WHERE Name = '<execute> SELECT Id FROM Opportunity WHERE Name = '<execute> SELECT Id FROM Opportunity WHERE Name = '<execute> SELECT Id FROM Opportunity WHERE Name = '<execute> SELECT Id FROM Opportunity WHERE Name = '<execute> SELECT Id FROM Opportunity WHERE Name = '<execute> SELECT Id FROM Opportunity",<execute> SELECT StageName FROM Opportunity WHERE Id = '006Wt000007B6KgIAK' </execute>,gemma_2b
